symbol	psymbol	NM	ENSG
UBE2E1	UBE2E1	NM_003341	ENSG00000170142
UBE2E2	UBE2E2	NM_152653	ENSG00000182247
UBE2E3	UBE2E3	NM_006357	ENSG00000170035
UBE2F	UBE2F	NM_080678	ENSG00000184182
UBE2G1	UBE2G	NM_003342	ENSG00000132388
UBE2G2	UBE2G2	NM_182688	ENSG00000184787
UBE2H	UBE2H	NM_003344	ENSG00000186591
UBE2I	UBE2I	NM_003345	ENSG00000103275
UBE2J1	UBE2J1	NM_016021	ENSG00000198833
UBE2J2	UBE2J2	NM_058167	ENSG00000160087
UBE2K	HIP2	NM_005339	ENSG00000078140
UBE2L3	UBE2L3	NM_198157	ENSG00000185651
UBE2L6	UBE2L6	NM_004223	ENSG00000156587
UBE2M	UBE2M	NM_003969	ENSG00000130725
UBE2N	UBE2N	NM_003348	ENSG00000177889
UBE2NL	UBE2NL	NM_001012989	ENSG00000276380
UBE2O	UBE2O	NM_022066	ENSG00000175931
UBE2Q1	UBE2Q	NM_017582	ENSG00000160714
UBE2Q2	UBE2Q2	NM_173469	ENSG00000140367
UBE2Q2L	UBE2Q2L	NM_001243531	ENSG00000259511
UBE2QL1	UBE2QL1	NM_001145161	ENSG00000215218
UBE2R2	UBE2R2	NM_017811	ENSG00000107341
UBE2T	UBE2T	NM_014176	ENSG00000077152
UBE2U	UBE2U	NM_152489	ENSG00000177414
UBE2V1	UBE2V	NM_021988	ENSG00000244687
UBE2V2	UBE2V2	NM_003350	ENSG00000169139
UBE2W	UBE2W	NM_001001481	ENSG00000104343
UBE2Z	UBE2Z	NM_023079	ENSG00000159202
UBE3A	EPVE6AP	NM_000462	ENSG00000114062
UBE3A	HPVE6A	NM_000462	ENSG00000114062
UBE3B	UBE3B	NM_183415	ENSG00000151148
UBE3C	UBE3C	NM_014671	ENSG00000009335
UBE3D	C6orf157	NM_198920	ENSG00000118420
UBE3D	UBE2CBP	NM_198920	ENSG00000118420
UBE4A	UBE4A	NM_004788	ENSG00000110344
UBE4B	UBE4B	NM_006048	ENSG00000130939
UBFD1	UBFD1	NM_019116	ENSG00000103353
UBIAD1	SCCD	NM_013319	ENSG00000120942
UBL3	PNSC1	NM_007106	ENSG00000122042
UBL4A	UBL4	NM_014235	ENSG00000102178
UBL4B	UBL4B	NM_203412	ENSG00000186150
UBL5	UBL5	NM_024292	ENSG00000198258
UBL7	UBL7	NM_032907	ENSG00000138629
UBL7	UBL7	NM_201265	ENSG00000138629
UBLCP1	UBLCP1	NM_145049	ENSG00000164332
UBN1	UBN1	NM_016936	ENSG00000118900
UBN2	UBN2	NM_173569	ENSG00000157741
UBOX5	UBOX5	NM_014948	ENSG00000185019
UBP1	UBP1	NM_014517	ENSG00000153560
UBQLN1	UBQLN1	NM_013438	ENSG00000135018
UBQLN2	UBQLN2	NM_013444	ENSG00000188021
UBQLN3	UBQLN3	NM_017481	ENSG00000175520
UBQLN4	C1orf6	NM_020131	ENSG00000160803
UBQLNL	UBQLNL	NM_145053	ENSG00000175518
UBR1	UBR1	NM_174916	ENSG00000159459
UBR2	C6orf133	NM_015255	ENSG00000024048
UBR3	ZNF650	NM_172070	ENSG00000144357
UBR4	ZUBR1	NM_020765	ENSG00000127481
UBR5	EDD1	NM_015902	ENSG00000104517
UBTD1	UBTD1	NM_024954	ENSG00000165886
UBTD2	UBTD2	NM_152277	ENSG00000168246
UBTF	UBTF	NM_014233	ENSG00000108312
UBTFL1	C11orf27	NM_001143975	ENSG00000255009
UBXN1	UBXN1	NM_015853	ENSG00000162191
UBXN2A	UBXD4	NM_181713	ENSG00000173960
UBXN2B	UBXN2B	NM_001077619	ENSG00000215114
UBXN4	UBXDC1	NM_014607	ENSG00000144224
UBXN4	UBXD2	NM_014607	ENSG00000144224
UBXN7	UBXD7	NM_015562	ENSG00000163960
UBXN8	UBXD6	NM_005671	ENSG00000104691
UBXN10	UBXD3	NM_152376	ENSG00000162543
UBXN11	UBXD5	NM_145345	ENSG00000158062
UCHL1	PARK5	NM_004181	ENSG00000154277
UCHL3	UCHL3	NM_006002	ENSG00000118939
UCHL5	UCHL5	NM_015984	ENSG00000116750
UCK1	UCK1	NM_031432	ENSG00000130717
UCK2	UMPK	NM_012474	ENSG00000143179
UCKL1	URKL1	NM_017859	ENSG00000198276
UCMA	C10orf49	NM_145314	ENSG00000165623
UCN	UCN	NM_003353	ENSG00000163794
UCN2	UCN2	NM_033199	ENSG00000145040
UCN3	UCN3	NM_053049	ENSG00000178473
UEVLD	UEVLD	NM_018314	ENSG00000151116
UFC1	UFC1	NM_016406	ENSG00000143222
UFL1	KIAA0776	NM_015323	ENSG00000014123
UFM1	C13orf20	NM_016617	ENSG00000120686
UFSP1	UFSP1	NM_001015072	ENSG00000176125
UFSP2	C4orf20	NM_018359	ENSG00000109775
UGCG	UGCG	NM_003358	ENSG00000148154
UGDH	UGDH	NM_003359	ENSG00000109814
UGGT1	UGCGL1	NM_020120	ENSG00000136731
UGGT2	UGCGL2	NM_020121	ENSG00000102595
UGP2	UGP1	NM_006759	ENSG00000169764
UGT1A3	UGT1A3	NM_019093	ENSG00000243135
UGT1A4	UGT1A4	NM_007120	ENSG00000244474
UGT1A5	UGT1A5	NM_019078	ENSG00000240224
UGT1A6	UGT1A6	NM_205862	ENSG00000167165
UGT1A7	UGT1A7	NM_019077	ENSG00000244122
UGT1A8	UGT1A8	NM_019076	ENSG00000242366
UGT1A9	UGT1A9	NM_021027	ENSG00000241119
UGT1A10	UGT1A10	NM_019075	ENSG00000242515
UGT2A1	UGT2A1	NM_006798	ENSG00000173610
UGT2A3	UGT2A3	NM_024743	ENSG00000135220
UGT2B4	UGT2B4	NM_021139	ENSG00000156096
UGT2B7	UGT2B7	NM_001074	ENSG00000171234
UGT2B10	UGT2B10	NM_001075	ENSG00000109181
UGT2B11	UGT2B11	NM_001073	ENSG00000213759
UGT2B15	UGT2B15	NM_001076	ENSG00000196620
UGT2B17	UGT2B17	NM_001077	ENSG00000197888
UGT2B28	UGT2B28	NM_053039	ENSG00000135226
UGT3A1	UGT3A1	NM_152404	ENSG00000145626
UGT3A2	UGT3A2	NM_174914	ENSG00000168671
UGT8	CGT	NM_003360	ENSG00000174607
UHMK1	UHMK1	NM_175866	ENSG00000152332
UHRF1	UHRF1	NM_001048201	ENSG00000276043
UHRF1BP1	C6orf107	NM_017754	ENSG00000065060
UHRF1BP1L	UHRF1BP1L	NM_001006947	ENSG00000111647
UHRF2	UHRF2	NM_152306	ENSG00000147854
UIMC1	UIMC1	NM_016290	ENSG00000087206
ULK2	ULK2	NM_014683	ENSG00000083290
ULK4	ULK4	NM_017886	ENSG00000168038
UMAD1	RPA3_AS1	NM_001302348	ENSG00000219545
UMAD1	RPA3OS	NM_001302348	ENSG00000219545
UMPS	UMPS	NM_000373	ENSG00000114491
UNC5A	UNC5A	NM_133369	ENSG00000113763
UNC5B	UNC5B	NM_170744	ENSG00000107731
UNC5C	UNC5C	NM_003728	ENSG00000182168
UNC5CL	UNC5CL	NM_173561	ENSG00000124602
UNC13A	UNC13A	NM_001080421	ENSG00000130477
UNC13B	UNC13	NM_006377	ENSG00000198722
UNC13C	UNC13C	NM_173166	ENSG00000137766
UNC45A	UNC45A	NM_018671	ENSG00000140553
UNC45B	CMYA4	NM_173167	ENSG00000141161
UNC50	UNC50	NM_014044	ENSG00000115446
UNC79	KIAA1409	NM_020818	ENSG00000133958
UNC80	C2orf21	NM_182587	ENSG00000144406
UNC93A	UNC93A	NM_018974	ENSG00000112494
UNC93B1	UNC93B1	NM_030930	ENSG00000110057
UNC119B	UNC119B	NM_001080533	ENSG00000175970
UNCX	UNCX	NM_001080461	ENSG00000164853
UNG	DGU	NM_080911	ENSG00000076248
UNKL	C16orf28	NM_001037125	ENSG00000059145
UPF1	RENT1	NM_002911	ENSG00000005007
UPF3B	MRX62	NM_080632	ENSG00000125351
UPF3B	UPF3BP1	NM_080632	ENSG00000125351
UPF3B	UPF3BP2	NM_080632	ENSG00000125351
UPF3B	UPF3BP3	NM_080632	ENSG00000125351
UPK3A	UPK3	NM_006953	ENSG00000100373
UPK3B	UPK3B	NM_030570	ENSG00000243566
UPK3BL1	UPK3BL	NM_001114403	ENSG00000267368
UPP1	UP	NM_003364	ENSG00000183696
UPP2	UPP2	NM_173355	ENSG00000007001
UPRT	UPRT	NM_145052	ENSG00000094841
UQCC1	C20orf44	NM_018244	ENSG00000101019
UQCC1	UQCC	NM_018244	ENSG00000101019
UQCC2	C6orf125	NM_032340	ENSG00000137288
UQCC2	MNF1	NM_032340	ENSG00000137288
UQCC3	C11orf83	NM_001085372	ENSG00000204922
UQCR10	UQCR10	NM_013387	ENSG00000184076
UQCR11	UQCR	NM_006830	ENSG00000127540
UQCRB	UQBP	NM_006294	ENSG00000156467
UQCRC1	UQCRC1	NM_003365	ENSG00000010256
UQCRC2	UQCRC2	NM_003366	ENSG00000140740
UQCRFS1	UQCRFS1	NM_006003	ENSG00000169021
UQCRH	UQCRH	NM_006004	ENSG00000173660
UQCRQ	UQCRQ	NM_014402	ENSG00000164405
URB1	C21orf108	NM_014825	ENSG00000142207
URB2	KIAA0133	NM_014777	ENSG00000135763
URGCP	URGCP	NM_001077664	ENSG00000106608
URI1	C19orf2	NM_134447	ENSG00000105176
URM1	C9orf74	NM_030914	ENSG00000167118
UROC1	UROC1	NM_144639	ENSG00000159650
UROD	UROD	NM_000374	ENSG00000126088
UROS	UROS	NM_000375	ENSG00000188690
USB1	C16orf57	NM_024598	ENSG00000103005
USE1	USE1	NM_018467	ENSG00000053501
USF1	USF1	NM_007122	ENSG00000158773
USF3	KIAA2018	NM_001009899	ENSG00000176542
USH1C	DFNB18	NM_005709	ENSG00000006611
USH1G	USH1G	NM_173477	ENSG00000182040
USH2A	USH2	NM_007123	ENSG00000042781
USHBP1	USHBP1	NM_031941	ENSG00000130307
USO1	USO1	NM_003715	ENSG00000138768
USP1	USP1	NM_001017415	ENSG00000162607
USP4	UNP	NM_199443	ENSG00000114316
USP6	HRP1	NM_004505	ENSG00000129204
USP6	TRESMCR	NM_004505	ENSG00000129204
USP6NL	USP6NL_IT1	NM_014688	ENSG00000148429
USP8	USP8	NM_005154	ENSG00000138592
USP9X	USP9X	NM_004652	ENSG00000124486
USP9Y	USP9Y	NM_004654	ENSG00000114374
USP11	USP11	NM_004651	ENSG00000102226
USP12	USP12L1	NM_182488	ENSG00000152484
USP15	USP15	NM_006313	ENSG00000135655
USP17L1	USP17L1P	NM_001256873	ENSG00000230549
USP17L2	USP17L2	NM_201402	ENSG00000223443
USP17L3	USP17L3	NM_001256871	ENSG00000225327
USP17L4	USP17L4	NM_001256874	ENSG00000236125
USP17L5	USP17L5	NM_001242329	ENSG00000227140
USP17L7	USP17L7	NM_001256869	ENSG00000226430
USP17L8	USP17L8	NM_001256872	ENSG00000237038
USP17L10	USP17L10	NM_001256852	ENSG00000231396
USP17L11	USP17L11	NM_001256854	ENSG00000233136
USP17L12	USP17L12	NM_001256853	ENSG00000227551
USP17L13	USP17L13	NM_001256855	ENSG00000232399
USP17L15	USP17L15	NM_001256894	ENSG00000223569
USP17L17	USP17L17	NM_001256857	ENSG00000249104
USP17L18	USP17L18	NM_001256859	ENSG00000250844
USP17L19	USP17L19	NM_001256860	ENSG00000248920
USP17L20	USP17L20	NM_001256861	ENSG00000250745
USP17L21	USP17L21	NM_001256862	ENSG00000249811
USP17L22	USP17L22	NM_001256863	ENSG00000248933
USP17L24	USP17L24	NM_001242327	ENSG00000232264
USP17L25	USP17L25	NM_001242326	ENSG00000230430
USP17L26	USP17L26	NM_001242328	ENSG00000229579
USP17L27	USP17L27	NM_001242330	ENSG00000235780
USP17L28	USP17L28	NM_001242331	ENSG00000231051
USP17L29	USP17L29	NM_001242332	ENSG00000231637
USP17L30	USP17L30	NM_001256867	ENSG00000228856
USP19	USP19	NM_006677	ENSG00000172046
USP26	USP26	NM_031907	ENSG00000134588
USP27X	USP27X	NM_001145073	ENSG00000273820
USP30	USP30	NM_032663	ENSG00000135093
USP31	USP31	NM_020718	ENSG00000103404
USP32	USP32	NM_032582	ENSG00000170832
USP33	USP33	NM_015017	ENSG00000077254
USP37	USP37	NM_020935	ENSG00000135913
USP38	USP38	NM_032557	ENSG00000170185
USP39	USP39	NM_006590	ENSG00000168883
USP40	USP40	NM_018218	ENSG00000085982
USP42	USP42	NM_032172	ENSG00000106346
USP45	USP45	NM_032929	ENSG00000123552
USP46	USP46	NM_022832	ENSG00000109189
USP47	USP47	NM_017944	ENSG00000170242
USP48	USP48	NM_032236	ENSG00000090686
USP49	USP49	NM_018561	ENSG00000164663
USP51	USP51	NM_201286	ENSG00000247746
USP53	USP53	NM_019050	ENSG00000145390
USP54	C10orf29	NM_152586	ENSG00000166348
USPL1	C13orf22	NM_005800	ENSG00000132952
UST	UST	NM_005715	ENSG00000111962
UTP3	UTP3	NM_020368	ENSG00000132467
UTP4	CIRH1A	NM_032830	ENSG00000141076
UTP6	C17orf40	NM_018428	ENSG00000108651
UTP11	UTP11L	NM_016037	ENSG00000183520
UTP14A	SDCCAG16	NM_006649	ENSG00000156697
UTP14C	KIAA0266	NM_021645	ENSG00000253797
UTP15	UTP15	NM_032175	ENSG00000164338
UTP18	WDR50	NM_016001	ENSG00000011260
UTP20	UTP20	NM_014503	ENSG00000120800
UTP23	C8orf53	NM_032334	ENSG00000147679
UTP25	C1orf107	NM_014388	ENSG00000117597
UTP25	DIEXF	NM_014388	ENSG00000117597
UTS2	UTS2	NM_006786	ENSG00000049247
UTS2B	UTS2D	NM_198152	ENSG00000188958
UTY	UTY	NM_182660	ENSG00000183878
UVRAG	UVRAG	NM_003369	ENSG00000198382
UVSSA	KIAA1530	NM_020894	ENSG00000163945
UXS1	UXS1	NM_025076.3	ENSG00000115652
UXT	UXT	NM_153477	ENSG00000126756
VAC14	TAX1BP2	NM_018052	ENSG00000103043
VAMP3	VAMP3	NM_004781	ENSG00000049245
VAMP4	VAMP4	NM_003762	ENSG00000117533
VAMP5	VAMP5	NM_006634	ENSG00000168899
VAMP7	SYBL1	NM_005638	ENSG00000124333
VAMP8	VAMP8	NM_003761	ENSG00000118640
VANGL2	VANGL2	NM_020335	ENSG00000162738
VARS	VARS	NM_006295	ENSG00000204394
VARS2	VARS2L	NM_020442	ENSG00000137411
VARS2	VARSL	NM_020442	ENSG00000137411
VASH1	KIAA1036	NM_014909	ENSG00000071246
VASH2	VASH2	NM_024749	ENSG00000143494
VASN	SLITL2	NM_138440	ENSG00000168140
VAT1	VAT1	NM_006373	ENSG00000108828
VAT1L	VAT1L	NM_020927	ENSG00000171724
VAV3	VAV3	NM_006113	ENSG00000134215
VAX1	VAX1	NM_001112704	ENSG00000148704
VCAM1	VCAM1	NM_001078	ENSG00000162692
VCAN	CSPG2	NM_004385	ENSG00000038427
VCL	VCL	NM_003373	ENSG00000035403
VCL	VCL	NM_014000	ENSG00000035403
VCP	VCP	NM_007126	ENSG00000165280
VCPKMT	C14orf138	NM_024558	ENSG00000100483
VCPKMT	METTL21D	NM_024558	ENSG00000100483
VCX	VCX	NM_013452	ENSG00000182583
VCX2	VCX2	NM_016378	ENSG00000177504
VCX3A	VCX3	NM_016379	ENSG00000169059
VCY	VCY	NM_004679	ENSG00000129864
VCY1B	VCY1B	NM_181880	ENSG00000129862
VDAC2	VDAC2	NM_003375	ENSG00000165637
VEGFA	VEGF	NM_001025366	ENSG00000112715
VEGFB	VRF	NM_003377	ENSG00000173511
VEGFC	VEGFC	NM_005429	ENSG00000150630
VEGFD	FIGF	NM_004469	ENSG00000165197
VENTX	VENTX2	NM_014468	ENSG00000151650
VEPH1	VEPH1	NM_024621	ENSG00000197415
VEZT	VEZT	NM_017599	ENSG00000028203
VGF	VGF	NM_003378	ENSG00000128564
VGLL1	VGLL1	NM_016267	ENSG00000102243
VGLL2	VGLL2	NM_153453	ENSG00000170162
VGLL3	VGLL3	NM_016206	ENSG00000206538
VGLL4	VGLL4	NM_014667	ENSG00000144560
VHL	VHL	NM_000551	ENSG00000134086
VHLL	VHLP	NM_001004319	ENSG00000189030
VIL1	VIL	NM_007127	ENSG00000127831
VILL	VILL	NM_015873	ENSG00000136059
VIM	VIM	NM_003380	ENSG00000026025
VIPAS39	C14orf133	NM_022067	ENSG00000151445
VIPR1	VIPR1	NM_004624	ENSG00000114812
VIPR2	VIPR2	NM_003382	ENSG00000106018
VIRMA	KIAA1429	NM_015496	ENSG00000164944
VKORC1	VKCFD2	NM_024006	ENSG00000167397
VKORC1L1	VKORC1L1	NM_173517	ENSG00000196715
VLDLR	VLDLR	NM_003383	ENSG00000147852
VMA21	MEAX	NM_001017980	ENSG00000160131
VMAC	VMAC	NM_001017921	ENSG00000187650
VMO1	VMO1	NM_182566	ENSG00000182853
VMP1	TMEM49	NM_030938	ENSG00000062716
VN1R1	VNR19I1	NM_020633	ENSG00000178201
VN1R2	VN1R2	NM_173856	ENSG00000196131
VN1R4	VN1R4	NM_173857	ENSG00000228567
VN1R5	VN1R5	NM_173858	ENSG00000197617
VOPP1	VOPP1	NM_030796	ENSG00000154978
VPREB3	VPREB3	NM_013378	ENSG00000128218
VPS4A	VPS4A	NM_013245	ENSG00000132612
VPS4B	SKD1	NM_004869	ENSG00000119541
VPS8	KIAA0804	NM_015303	ENSG00000156931
VPS9D1	C16orf7	NM_004913	ENSG00000075399
VPS11	VPS11	NM_021729	ENSG00000160695
VPS13A	CHAC	NM_015186	ENSG00000197969
VPS13B	CHS1	NM_017890	ENSG00000132549
VPS13B	COH1	NM_017890	ENSG00000132549
VPS13C	VPS13C	NM_017684	ENSG00000129003
VPS13D	VPS13D	NM_015378	ENSG00000048707
VPS16	VPS16	NM_022575	ENSG00000215305
VPS25	VPS25	NM_032353	ENSG00000131475
VPS26A	VPS26	NM_004896	ENSG00000122958
VPS26B	VPS26B	NM_052875	ENSG00000151502
VPS33B	VPS33B	NM_018668	ENSG00000184056
VPS35L	C16orf62	NM_020314	ENSG00000103544
VPS37A	PQBP2	NM_152415	ENSG00000155975
VPS37B	VPS37B	NM_024667	ENSG00000139722
VPS37C	VPS37C	NM_017966	ENSG00000167987
VPS37D	WBSCR24	NM_152560	ENSG00000176428
VPS39	VPS39	NM_015289	ENSG00000166887
VPS45	VPS45B	NM_007259	ENSG00000136631
VPS45	VPS45A	NM_007259	ENSG00000136631
VPS50	CCDC132	NM_017667	ENSG00000004766
VPS51	C11orf3	NM_013265	ENSG00000149823
VPS51	C11orf2	NM_013265	ENSG00000149823
VPS52	SACM2L	NM_022553	ENSG00000223501
VPS53	VPS53	NM_018289	ENSG00000141252
VPS54	VPS54	NM_016516	ENSG00000143952
VPS72	TCFL1	NM_005997	ENSG00000163159
VRK1	VRK1	NM_003384	ENSG00000100749
VRK2	VRK2	NM_006296	ENSG00000028116
VRK3	VRK3	NM_016440	ENSG00000105053
VRTN	C14orf115	NM_018228	ENSG00000133980
VSIG1	VSIG1	NM_182607	ENSG00000101842
VSIG2	VSIG2	NM_014312	ENSG00000019102
VSIG4	VSIG4	NM_007268	ENSG00000155659
VSIG8	VSIG8	NM_001013661	ENSG00000243284
VSIG10	VSIG10	NM_019086	ENSG00000176834
VSIG10L	VSIG10L	NM_001163922	ENSG00000186806
VSIR	C10orf54	NM_022153	ENSG00000107738
VSNL1	VSNL1	NM_003385	ENSG00000163032
VSTM1	VSTM1	NM_198481	ENSG00000189068
VSTM2A	VSTM2	NM_182546	ENSG00000170419
VSTM2B	VSTM2B	NM_001146339	ENSG00000187135
VSTM4	C10orf72	NM_144984	ENSG00000165633
VSTM5	C11orf90	NM_001144871	ENSG00000214376
VSX2	HOX10	NM_182894	ENSG00000119614
VSX2	CHX10	NM_182894	ENSG00000119614
VTA1	C6orf55	NM_016485	ENSG00000009844
VTCN1	VTCN1	NM_024626	ENSG00000134258
VTN	VTN	NM_000638	ENSG00000109072
VWA1	VWA1	NM_022834	ENSG00000179403
VWA2	VWA2	NM_198496	ENSG00000165816
VWA3B	VWA3B	NM_144992	ENSG00000168658
VWA5A	LOH11CR2A	NM_014622	ENSG00000110002
VWA5B1	VWA5B1	NM_001039500	ENSG00000158816
VWA5B2	VWA5B2	NM_138345	ENSG00000145198
VWA7	C6orf27	NM_025258	ENSG00000204396
VWA8	KIAA0564	NM_015058	ENSG00000102763
VWC2	VWC2	NM_198570	ENSG00000188730
VWC2L	VWC2L	NM_001080500	ENSG00000174453
VWCE	VWCE	NM_152718	ENSG00000167992
VWDE	VWDE	NM_001135924	ENSG00000146530
VWF	F8VWF	NM_000552	ENSG00000110799
VXN	C8orf46	NM_152765	ENSG00000169085
WAC	WAC	NM_100264	ENSG00000095787
WAPL	KIAA0261	NM_015045	ENSG00000062650
WAPL	WAPAL	NM_015045	ENSG00000062650
WARS	IFI53	NM_004184	ENSG00000140105
WARS2	WARS2	NM_015836	ENSG00000116874
WAS	IMD2	NM_000377	ENSG00000015285
WAS	THC	NM_000377	ENSG00000015285
WASF1	WASF1	NM_003931	ENSG00000112290
WASF2	WASF2	NM_006990	ENSG00000158195
WASH2P	FAM39B	NM_198943	ENSG00000146556
WASH3P	FAM39DP	NM_199163	ENSG00000185596
WASHC1	FAM39E	NM_182905	ENSG00000181404
WASHC1	WASH1	NM_182905	ENSG00000181404
WASHC2A	FAM21B	NM_001005751	ENSG00000099290
WASHC2A	FAM21A	NM_001005751	ENSG00000099290
WASHC3	CCDC53	NM_016053	ENSG00000120860
WASHC4	KIAA1033	NM_015275	ENSG00000136051
WASHC5	SPG8	NM_014846	ENSG00000164961
WASHC5	KIAA0196	NM_014846	ENSG00000164961
WASL	WASL	NM_003941	ENSG00000106299
WBP1	WBP1	NM_012477	ENSG00000239779
WBP1L	C10orf26	NM_017787	ENSG00000166272
WBP2	WBP2	NM_012478	ENSG00000132471
WBP2NL	WBP2NL	NM_152613	ENSG00000183066
WBP4	WBP4	NM_007187	ENSG00000120688
WBP11	WBP11	NM_016312	ENSG00000084463
WDCP	C2orf44	NM_025203	ENSG00000163026
WDFY1	WDFY1	NM_020830	ENSG00000085449
WDFY2	WDFY2	NM_052950	ENSG00000139668
WDFY3	WDFY3	NM_014991	ENSG00000163625
WDFY4	C10orf64	NM_020945	ENSG00000128815
WDHD1	WDHD1	NM_007086	ENSG00000198554
WDPCP	C2orf86	NM_015910	ENSG00000143951
WDR3	WDR3	NM_006784	ENSG00000065183
WDR5	WDR5	NM_052821	ENSG00000196363
WDR5B	WDR5B	NM_019069	ENSG00000196981
WDR12	WDR12	NM_018256	ENSG00000138442
WDR20	WDR20	NM_181291	ENSG00000140153
WDR24	C16orf21	NM_032259	ENSG00000127580
WDR26	WDR26	NM_025160	ENSG00000162923
WDR27	WDR27	NM_182552	ENSG00000184465
WDR31	WDR31	NM_145241	ENSG00000148225
WDR33	WDR33	NM_018383	ENSG00000136709
WDR34	WDR34	NM_052844	ENSG00000119333
WDR35	WDR35	NM_020779	ENSG00000118965
WDR36	GLC1G	NM_139281	ENSG00000134987
WDR37	WDR37	NM_014023	ENSG00000047056
WDR38	WDR38	NM_001045476	ENSG00000136918
WDR41	WDR41	NM_018268	ENSG00000164253
WDR43	WDR43	NM_015131	ENSG00000163811
WDR44	WDR44	NM_019045	ENSG00000131725
WDR45	WDRX1	NM_007075	ENSG00000196998
WDR45B	WDR45L	NM_019613	ENSG00000141580
WDR46	C6orf11	NM_005452	ENSG00000227057
WDR47	WDR47	NM_014969	ENSG00000085433
WDR48	WDR48	NM_020839	ENSG00000114742
WDR49	WDR49	NM_178824	ENSG00000174776
WDR53	WDR53	NM_182627	ENSG00000185798
WDR54	WDR54	NM_032118	ENSG00000005448
WDR55	WDR55	NM_017706	ENSG00000120314
WDR59	WDR59	NM_030581	ENSG00000103091
WDR60	WDR60	NM_018051	ENSG00000126870
WDR61	WDR61	NM_025234	ENSG00000140395
WDR62	C19orf14	NM_015671	ENSG00000075702
WDR62	MCPH2	NM_015671	ENSG00000075702
WDR63	WDR63	NM_145172	ENSG00000162643
WDR64	WDR64	NM_144625	ENSG00000162843
WDR66	WDR66	NM_144668	ENSG00000158023
WDR70	WDR70	NM_018034	ENSG00000082068
WDR72	WDR72	NM_182758	ENSG00000166415
WDR73	WDR73	NM_032856	ENSG00000177082
WDR74	WDR74	NM_018093	ENSG00000133316
WDR75	WDR75	NM_032168	ENSG00000115368
WDR76	WDR76	NM_024908	ENSG00000092470
WDR77	WDR77	NM_024102	ENSG00000116455
WDR78	WDR78	NM_024763	ENSG00000152763
WDR81	WDR81	NM_152348	ENSG00000167716
WDR82	TMEM113	NM_025222	ENSG00000164091
WDR83	WDR83	NM_032332	ENSG00000123154
WDR83OS	C19orf56	NM_016145	ENSG00000105583
WDR86	WDR86	NM_198285	ENSG00000187260
WDR87	WDR87	NM_031951	ENSG00000171804
WDR88	PQWD	NM_173479	ENSG00000166359
WDR89	C14orf150	NM_080666	ENSG00000140006
WDR90	C16orf17	NM_145294	ENSG00000161996
WDR90	C16orf15	NM_145294	ENSG00000161996
WDR90	C16orf16	NM_145294	ENSG00000161996
WDR90	C16orf19	NM_145294	ENSG00000161996
WDR90	C16orf18	NM_145294	ENSG00000161996
WDR91	WDR91	NM_014149	ENSG00000105875
WDR92	WDR92	NM_138458	ENSG00000243667
WDR93	WDR93	NM_020212	ENSG00000140527
WDR97	KIAA1875	NM_001316309	ENSG00000179698
WDSUB1	WDSAM1	NM_152528	ENSG00000196151
WDTC1	WDTC1	NM_015023	ENSG00000142784
WDYHV1	C8orf32	NM_018024	ENSG00000156795
WEE1	WEE1	NM_003390	ENSG00000166483
WEE2	WEE2	NM_001105558	ENSG00000214102
WFIKKN1	C16orf12	NM_053284	ENSG00000127578
WFIKKN2	WFIKKN2	NM_175575	ENSG00000173714
WHRN	DFNB31	NM_015404	ENSG00000095397
WIPF1	WASPIP	NM_003387	ENSG00000115935
WIPF2	WIPF2	NM_133264	ENSG00000171475
WIPI1	WIPI1	NM_017983	ENSG00000070540
WIPI2	WIPI2	NM_015610	ENSG00000157954
WIZ	WIZ	NM_021241	ENSG00000011451
WLS	C1orf139	NM_024911	ENSG00000116729
WLS	GPR177	NM_024911	ENSG00000116729
WNK1	PRKWNK1	NM_018979	ENSG00000060237
WNK1	HSN2	NM_018979	ENSG00000060237
WNK2	SDCCAG43	NM_006648	ENSG00000165238
WNK2	PRKWNK2	NM_006648	ENSG00000165238
WNK3	PRKWNK3	NM_020922	ENSG00000196632
WNT2	INT1L1	NM_003391	ENSG00000105989
WNT2B	WNT13	NM_004185	ENSG00000134245
WNT3	INT4	NM_030753	ENSG00000108379
WNT3A	WNT3A	NM_033131	ENSG00000154342
WNT5A	WNT5A	NM_003392	ENSG00000114251
WNT6	WNT6	NM_006522	ENSG00000115596
WNT7A	WNT7A	NM_004625	ENSG00000154764
WNT7B	WNT7B	NM_058238	ENSG00000188064
WNT8A	WNT8A	NM_058244	ENSG00000061492
WNT8B	WNT8B	NM_003393	ENSG00000075290
WNT9A	WNT14	NM_003395	ENSG00000143816
WNT9B	WNT15	NM_003396	ENSG00000158955
WNT10A	WNT10A	NM_025216	ENSG00000135925
WNT10B	WNT10B	NM_003394	ENSG00000169884
WNT11	WNT11	NM_004626	ENSG00000085741
WNT16	WNT16	NM_057168	ENSG00000002745
WRAP53	WDR79	NM_018081	ENSG00000141499
WRNIP1	WRNIP1	NM_130395	ENSG00000124535
WSB1	WSB1	NM_015626	ENSG00000109046
WSB2	WSB2	NM_018639	ENSG00000176871
WSCD1	WSCD1	NM_015253	ENSG00000179314
WSCD2	WSCD2	NM_014653	ENSG00000075035
WT1	GUD	NM_000378	ENSG00000184937
WTAP	WTAP	NM_152857	ENSG00000146457
WTIP	WTIP	NM_001080436	ENSG00000142279
WWC1	WWC1	NM_015238	ENSG00000113645
